Date,Temperature_Mean,Temperature_Max,Precipitation,Sunshine,Wind_Speed,Consumption,Demand,Month
21-01-2026,30266.52,-1.3,0,3.9,31008.39,174774.414,175320,1
22-01-2026,30435.14,-3.7,0,8.2,31173.66,171866.534,175320,1
23-01-2026,5403.96,-5.3,0,12.2,31343.56,175646.267,175320,1
24-01-2026,10378.35,-4.5,0.2,14.5,31518.23,175101.801,175320,1
25-01-2026,1101.47,-2.3,0,14.8,31697.37,176583.227,175320,1
26-01-2026,0,-2.4,8.4,9.4,31880.65,178628.643,175320,1
27-01-2026,0,-1.1,0,11.3,32067.79,177255.913,175320,1
28-01-2026,0,-1.6,4.8,17.4,32258.5,177350.464,175320,1
29-01-2026,0,-2.4,6.5,14.6,32452.48,178549.17,175320,1
30-01-2026,0,-2.2,0.2,11.8,32649.47,177495.568,175320,1
31-01-2026,5854.26,-1.1,0,13.7,32849.2,174459.272,175320,1
01-02-2026,0,-3.6,0.2,12.7,33051.39,174745.614,175320,2
02-02-2026,8183.11,-5,0,16,33255.79,176680.317,175320,2
03-02-2026,444.7,-5.5,2.2,19.7,33462.16,176675.221,175320,2
04-02-2026,22188.57,-2.7,2.5,13.9,33670.26,176181.988,175320,2
05-02-2026,0,-2.9,0.4,13,33879.84,126873.724,148534.13,2
06-02-2026,745.6,-0.1,0,6.2,34090.67,118642.184,136320,2
07-02-2026,217.69,2.1,1.9,3.4,34302.54,136763.333,136320,2
08-02-2026,0,1.2,0.1,4.7,34515.22,148965.879,162795.5,2
09-02-2026,4145.84,0.2,0,9.4,34728.5,172291.145,175320,2
10-02-2026,16294.24,0.7,0.7,7.5,34942.18,170182.753,175320,2
11-02-2026,0,2.9,7.3,6.3,35156.31,169756.204,175320,2
12-02-2026,2497.05,5.6,10.7,14.9,35372.84,147290.003,166284.25,2
13-02-2026,0,3.3,1.7,12.1,35592.06,146079.728,158400,2
14-02-2026,0,-0.2,0.1,9.6,35813.7,157702.649,158400,2
15-02-2026,22703.08,-1.9,0,9.9,36037.54,164539.543,167388.75,2
16-02-2026,2906.81,-0.8,8.5,8.8,36263.34,161244.364,175320,2
17-02-2026,12200.84,1.4,7,15.2,36490.9,166490.012,175320,2
18-02-2026,6170.91,-0.3,1.1,13,36720,161028.079,175320,2
19-02-2026,3585.28,-2.3,0,19.9,36950.42,172506.736,175320,2
20-02-2026,32038.85,-1.3,0.1,14,37181.96,174439.163,175320,2
21-02-2026,31280.29,5.6,2.8,21.4,37414.42,170741.248,175320,2
22-02-2026,0,8.8,7,21,37647.61,169708.227,175320,2
23-02-2026,29036.79,7.2,7.4,20.9,37881.34,174295.767,175320,2
24-02-2026,27713.39,5.8,2,9.4,38115.41,172849.865,175320,2
25-02-2026,27471.43,6.7,0,5,38349.65,178241.549,175320,2
26-02-2026,36228.6,7.6,0,8.4,38583.88,175346.265,175320,2
27-02-2026,37420.8,11.3,0,12.5,38817.92,176115.354,175320,2
28-02-2026,37255.38,11,0,14.4,39051.59,149477.848,156596.38,2
01-03-2026,38643.91,6.9,0,11.7,39284.73,144914.379,148704,3
02-03-2026,38877.56,6.3,0,6.4,39517.16,156248.955,148704,3
03-03-2026,39110.52,7,0,3.1,39748.96,172621.679,172824,3
04-03-2026,39344.51,4.9,0,3.5,39981.93,176601.984,183264,3
05-03-2026,39579.91,5.1,0,7.8,40216.37,177820.495,183264,3
06-03-2026,39600,5.8,0,5.5,40452.11,176431.86,183264,3
07-03-2026,39198.53,6.9,0,3.2,40689,174988,183264,3
08-03-2026,36698.25,6.5,0,6.8,40926.86,175029.145,183264,3
09-03-2026,39600,6.7,0,3.4,41165.55,177649.544,183264,3
10-03-2026,39600,8.1,0.3,3.7,41404.9,175102.483,183264,3
11-03-2026,27634.5,9.1,2.5,16.3,41644.77,168001.33,183264,3
12-03-2026,39600,7.2,0,12.8,41885,172671.253,183264,3
13-03-2026,25397.09,9,0.3,20.4,42125.44,175634.299,183264,3
14-03-2026,0,5.9,4.4,9.2,42365.94,175454.033,183264,3
15-03-2026,12524.84,4.3,2.2,8,42606.36,172366.608,183264,3
16-03-2026,22094.62,3.1,4.7,15.9,42846.55,172126.264,183264,3
17-03-2026,4692.74,3.6,0,5,43086.36,172270.119,183264,3
18-03-2026,40266.37,4.6,0,10,43325.63,177005.862,183264,3
19-03-2026,40515.28,5.8,0,4.4,43564.23,171579.649,179342.4,3
20-03-2026,20319.57,4.8,0,3,43802.01,159945.003,170880,3
21-03-2026,38276.52,4.2,0.8,8.8,44038.8,144020.297,170880,3
22-03-2026,41264.91,5.5,0,11.9,44274.47,155392.517,159420.27,3
23-03-2026,41708.19,6.4,0,4.3,44509.08,150068.729,170760,3
24-03-2026,32461.93,8,0,11,44744.28,154585.939,170760,3
25-03-2026,24523.66,7.3,3.9,21.3,44980.34,155380.373,158510,3
26-03-2026,40338.23,2.2,1.7,16,45217.15,150340.644,153960,3
27-03-2026,32040.08,1.3,0.1,9.5,45454.56,156237.396,153960,3
28-03-2026,0,1.7,3.9,11.1,45692.45,156256.855,153960,3
29-03-2026,21579.94,3,0.4,11,45930.66,155734.348,153960,3
30-03-2026,21377.23,3.5,7.4,20.4,46169.09,162067.046,153960,3
31-03-2026,35773.15,4.2,0.8,15.3,46407.57,169015.41,153960,3
01-04-2026,44164.63,4.6,0,5.9,46645.98,178787.025,166421,4
02-04-2026,43251.46,4.9,0,5.7,46884.17,151823.775,175320,4
03-04-2026,24766.17,6.6,0,12.2,47122.01,152351.36,162054.25,4
04-04-2026,15284,10.5,1,17.3,47359.35,169638.046,158400,4
05-04-2026,25498.83,11.2,0.6,22.1,47596.04,189342.367,158400,4
06-04-2026,46459.81,7.1,0,15.8,47831.93,190560.414,192487.5,4
07-04-2026,46559.34,6.2,0,6.8,48066.88,193366.716,202032,4
08-04-2026,46658.7,6.4,0,7.2,48300.73,194118.525,192338.25,4
09-04-2026,46757.84,7.1,0,11.7,48533.3,178716.913,189624,4
10-04-2026,29277.15,6.6,2.3,11.4,48764.46,158119.487,170031.67,4
11-04-2026,46800,6.8,0,12.8,48994.04,165858.014,163008,4
12-04-2026,14913.68,8.3,2.1,8.3,49222.05,185545.484,163008,4
13-04-2026,3573.16,8.1,8.4,8.4,49450.12,188826.84,182415.5,4
14-04-2026,36284.08,8.7,1.9,12.5,49678.5,187170.103,189624,4
15-04-2026,43993.46,8.3,0,5.6,49907.06,192628.413,189624,4
16-04-2026,43710.25,11.4,0.2,6.1,50135.66,191038.144,189624,4
17-04-2026,42522.01,12.5,0.2,5.8,50364.12,190815.719,189624,4
18-04-2026,43425.89,12.9,0.4,6.1,50592.33,188400.51,189624,4
19-04-2026,10800,7.7,23.1,10.8,50820.1,188441.666,189624,4
20-04-2026,0,4.8,4.2,17.1,51047.29,187321.58,185367,4
21-04-2026,47781.33,6.4,0.2,6.6,51273.73,179640.669,177240,4
22-04-2026,49573.96,6.8,0,5,51499.26,154659.134,159687.4,4
23-04-2026,49696.86,8.2,0,14.1,51723.7,155666.431,154536,4
24-04-2026,49818.68,7.9,0,16.3,51946.86,164783.537,162792,4
25-04-2026,46106.21,8.8,0,16,52168.59,168867.455,170883,4
26-04-2026,46086.55,7.4,0,6.5,52388.67,173303.086,175320,4
27-04-2026,50176.3,8.3,0,3.4,52606.92,176562.96,175320,4
28-04-2026,45673.19,9.2,0,13.7,52823.15,177132.106,175320,4
29-04-2026,50622.31,8.1,0,14.3,53037.13,177356.77,175320,4
30-04-2026,50577.8,7.9,0,10.7,53248.68,178377.882,175320,4
